university_id,join_id,_id,receive_student_number,receive_add_limit,gender_male_number,gender_female_number,receive_student_number_formal,receive_student_number_international,receive_student_number_vocational,receive_student_number_nonformal
002,1167,5e222aa0b8e21129705645c8,16,A,0,0,0,0,0,0
002,1168,5e222aa0b8e21129705645c9,30,A,0,0,0,0,0,0
002,1168,5e222aa0b8e21129705645ca,30,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645d9,40,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645d1,30,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645d2,32,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645da,30,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645db,40,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645dc,10,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645dd,10,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645de,65,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645df,65,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645e0,10,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645e1,10,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645e2,10,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645e3,15,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645e4,5,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645d6,60,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645e5,40,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645d3,30,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645d4,30,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645e6,25,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645e7,30,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645d7,15,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645d8,15,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645e8,50,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645e9,45,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645ea,3,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645d5,15,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645ee,8,B,0,0,0,0,0,0
002,1162,5e222aa0b8e21129705645ef,15,B,0,0,0,0,0,0
002,1162,5e222aa0b8e21129705645f0,15,B,0,0,0,0,0,0
002,1162,5e222aa0b8e21129705645f1,15,B,0,0,0,0,0,0
002,,5e222aa0b8e21129705645f4,2,B,0,0,0,0,0,0
002,,5e222aa0b8e21129705645f5,15,B,0,0,0,0,0,0
002,,5e222aa0b8e21129705645fb,60,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645fc,100,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645fd,10,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645f6,20,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645f7,20,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645f8,70,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645f9,40,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645fe,40,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645ff,20,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056462e,10,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056462f,10,C3,0,0,0,0,0,0
002,,5e222aa0b8e2112970564630,10,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564631,10,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564632,15,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564633,10,C3,0,0,0,0,0,0
002,,5e222aa0b8e2112970564634,15,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564635,15,A,0,0,0,0,0,0
002,1117,5e222aa0b8e2112970564625,10,A,0,0,0,0,0,0
002,1117,5e222aa0b8e2112970564626,10,A,0,0,0,0,0,0
002,1117,5e222aa0b8e2112970564627,10,A,0,0,0,0,0,0
002,1117,5e222aa0b8e2112970564628,10,A,0,0,0,0,0,0
002,1117,5e222aa0b8e2112970564624,10,A,0,0,0,0,0,0
002,1118,5e222aa0b8e211297056462a,45,A,0,0,0,0,0,0
002,1118,5e222aa0b8e211297056462b,45,A,0,0,0,0,0,0
002,1118,5e222aa0b8e211297056462c,45,A,0,0,0,0,0,0
002,1118,5e222aa0b8e211297056462d,45,A,0,0,0,0,0,0
002,1118,5e222aa0b8e2112970564629,45,A,0,0,0,0,0,0
002,1119,5e222aa0b8e2112970564608,5,A,0,0,0,0,0,0
002,1119,5e222aa0b8e2112970564609,5,A,0,0,0,0,0,0
002,1119,5e222aa0b8e211297056460a,5,A,0,0,0,0,0,0
002,1119,5e222aa0b8e211297056460b,5,A,0,0,0,0,0,0
002,1119,5e222aa0b8e211297056460c,5,A,0,0,0,0,0,0
002,1119,5e222aa0b8e211297056460d,5,A,0,0,0,0,0,0
002,1119,5e222aa0b8e211297056460e,5,A,0,0,0,0,0,0
002,1119,5e222aa0b8e2112970564607,5,A,0,0,0,0,0,0
002,1120,5e222aa0b8e211297056461d,30,A,0,0,0,0,0,0
002,1120,5e222aa0b8e211297056461e,30,A,0,0,0,0,0,0
002,1120,5e222aa0b8e211297056461f,30,A,0,0,0,0,0,0
002,1120,5e222aa0b8e2112970564620,30,A,0,0,0,0,0,0
002,1120,5e222aa0b8e2112970564621,30,A,0,0,0,0,0,0
002,1120,5e222aa0b8e2112970564622,30,A,0,0,0,0,0,0
002,1120,5e222aa0b8e2112970564623,30,A,0,0,0,0,0,0
002,1120,5e222aa0b8e211297056461c,30,A,0,0,0,0,0,0
002,1124,5e222aa0b8e2112970564604,10,A,0,0,0,0,0,0
002,1124,5e222aa0b8e2112970564605,10,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564606,30,A,0,0,0,0,0,0
002,1121,5e222aa0b8e2112970564610,8,A,0,0,0,0,0,0
002,1121,5e222aa0b8e2112970564611,8,A,0,0,0,0,0,0
002,1121,5e222aa0b8e2112970564612,8,A,0,0,0,0,0,0
002,1121,5e222aa0b8e2112970564613,8,A,0,0,0,0,0,0
002,1121,5e222aa0b8e2112970564614,8,A,0,0,0,0,0,0
002,1121,5e222aa0b8e2112970564615,8,A,0,0,0,0,0,0
002,1121,5e222aa0b8e211297056460f,8,A,0,0,0,0,0,0
002,1122,5e222aa0b8e2112970564617,20,A,0,0,0,0,0,0
002,1122,5e222aa0b8e2112970564618,20,A,0,0,0,0,0,0
002,1122,5e222aa0b8e2112970564619,20,A,0,0,0,0,0,0
002,1122,5e222aa0b8e211297056461a,20,A,0,0,0,0,0,0
002,1122,5e222aa0b8e211297056461b,20,A,0,0,0,0,0,0
002,1122,5e222aa0b8e2112970564616,20,A,0,0,0,0,0,0
002,1111,5e222aa0b8e2112970564637,8,A,0,0,0,0,0,0
002,1111,5e222aa0b8e2112970564638,8,A,0,0,0,0,0,0
002,1111,5e222aa0b8e2112970564639,8,A,0,0,0,0,0,0
002,1111,5e222aa0b8e211297056463a,8,A,0,0,0,0,0,0
002,1111,5e222aa0b8e211297056463b,8,A,0,0,0,0,0,0
002,1111,5e222aa0b8e211297056463c,8,A,0,0,0,0,0,0
002,1111,5e222aa0b8e2112970564636,8,A,0,0,0,0,0,0
002,1112,5e222aa0b8e211297056463e,8,A,0,0,0,0,0,0
002,1112,5e222aa0b8e211297056463f,8,A,0,0,0,0,0,0
002,1112,5e222aa0b8e2112970564640,8,A,0,0,0,0,0,0
002,1112,5e222aa0b8e2112970564641,8,A,0,0,0,0,0,0
002,1112,5e222aa0b8e2112970564642,8,A,0,0,0,0,0,0
002,1112,5e222aa0b8e211297056463d,8,A,0,0,0,0,0,0
002,1113,5e222aa0b8e2112970564644,8,A,0,0,0,0,0,0
002,1113,5e222aa0b8e2112970564645,8,A,0,0,0,0,0,0
002,1113,5e222aa0b8e2112970564646,8,A,0,0,0,0,0,0
002,1113,5e222aa0b8e2112970564647,8,A,0,0,0,0,0,0
002,1113,5e222aa0b8e2112970564648,8,A,0,0,0,0,0,0
002,1113,5e222aa0b8e2112970564649,8,A,0,0,0,0,0,0
002,1113,5e222aa0b8e2112970564643,8,A,0,0,0,0,0,0
002,1114,5e222aa0b8e211297056464b,10,A,0,0,0,0,0,0
002,1114,5e222aa0b8e211297056464c,10,A,0,0,0,0,0,0
002,1114,5e222aa0b8e211297056464d,10,A,0,0,0,0,0,0
002,1114,5e222aa0b8e211297056464e,10,A,0,0,0,0,0,0
002,1114,5e222aa0b8e211297056464f,10,A,0,0,0,0,0,0
002,1114,5e222aa0b8e211297056464a,10,A,0,0,0,0,0,0
002,1115,5e222aa0b8e2112970564651,10,A,0,0,0,0,0,0
002,1115,5e222aa0b8e2112970564652,10,A,0,0,0,0,0,0
002,1115,5e222aa0b8e2112970564653,10,A,0,0,0,0,0,0
002,1115,5e222aa0b8e2112970564654,10,A,0,0,0,0,0,0
002,1115,5e222aa0b8e2112970564655,10,A,0,0,0,0,0,0
002,1115,5e222aa0b8e2112970564650,10,A,0,0,0,0,0,0
002,1116,5e222aa0b8e2112970564657,10,A,0,0,0,0,0,0
002,1116,5e222aa0b8e2112970564658,10,A,0,0,0,0,0,0
002,1116,5e222aa0b8e2112970564659,10,A,0,0,0,0,0,0
002,1116,5e222aa0b8e211297056465a,10,A,0,0,0,0,0,0
002,1116,5e222aa0b8e211297056465b,10,A,0,0,0,0,0,0
002,1116,5e222aa0b8e2112970564656,10,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056465c,5,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056465d,6,A,0,0,0,0,0,0
002,1176,5e222aa0b8e211297056459a,12,A,0,0,0,0,0,0
002,1176,5e222aa0b8e211297056459b,12,A,0,0,0,0,0,0
002,1176,5e222aa0b8e211297056459c,12,A,0,0,0,0,0,0
002,1176,5e222aa0b8e211297056459d,12,A,0,0,0,0,0,0
002,1176,5e222aa0b8e2112970564599,12,A,0,0,0,0,0,0
002,1175,5e222aa0b8e21129705645a8,12,C5,0,0,0,0,0,0
002,1175,5e222aa0b8e21129705645a9,12,C5,0,0,0,0,0,0
002,1175,5e222aa0b8e21129705645aa,12,C5,0,0,0,0,0,0
002,1175,5e222aa0b8e21129705645ab,12,C5,0,0,0,0,0,0
002,1175,5e222aa0b8e21129705645ac,12,C5,0,0,0,0,0,0
002,1175,5e222aa0b8e21129705645a7,12,C5,0,0,0,0,0,0
002,,5e222aa0b8e21129705645a0,1,C10,0,0,0,0,0,0
002,1173,5e222aa0b8e211297056459e,1,C5,0,0,0,0,0,0
002,1173,5e222aa0b8e211297056459f,1,C5,0,0,0,0,0,0
002,,5e222aa0b8e21129705645a1,15,B,0,0,0,0,0,0
002,,5e222aa0b8e21129705645a3,70,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645a2,20,C2,0,0,0,0,0,0
002,,5e222aa0b8e21129705645a4,10,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645a5,5,C2,0,0,0,0,0,0
002,,5e222aa0b8e21129705645a6,15,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645b4,25,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645b5,50,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645b7,15,C3,0,0,0,0,0,0
002,,5e222aa0b8e21129705645b6,10,C3,0,0,0,0,0,0
002,1174,5e222aa0b8e21129705645ae,15,C5,0,0,0,0,0,0
002,1174,5e222aa0b8e21129705645af,15,C5,0,0,0,0,0,0
002,1174,5e222aa0b8e21129705645b0,15,C5,0,0,0,0,0,0
002,1174,5e222aa0b8e21129705645b1,15,C5,0,0,0,0,0,0
002,1174,5e222aa0b8e21129705645b2,15,C5,0,0,0,0,0,0
002,1174,5e222aa0b8e21129705645b3,15,C5,0,0,0,0,0,0
002,1174,5e222aa0b8e21129705645ad,15,C5,0,0,0,0,0,0
002,,5e222aa0b8e2112970564596,35,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564591,40,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564592,50,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564594,120,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564595,120,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564593,30,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056458d,60,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056458f,60,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056458e,20,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564590,35,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564603,3,C1,0,0,0,0,0,0
002,,5e222aa0b8e2112970564600,25,C1,0,0,0,0,0,0
002,,5e222aa0b8e2112970564602,25,C1,0,0,0,0,0,0
002,,5e222aa0b8e2112970564601,8,C1,0,0,0,0,0,0
002,,5e222aa0b8e211297056465e,30,A,0,0,0,0,0,0
002,,5e222aa0b8e21129705645b9,10,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056469b,30,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564598,30,C10,0,0,0,0,0,0
002,,5e222aa0b8e211297056465f,20,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564515,15,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564514,50,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564516,5,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564517,10,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056451a,15,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056451b,15,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056451e,20,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564522,15,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056451f,15,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564520,30,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056451c,10,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564521,20,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056451d,10,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564566,5,C3,0,0,0,0,0,0
002,,5e222aa0b8e2112970564567,5,C2,0,0,0,0,0,0
002,,5e222aa0b8e2112970564568,10,C2,0,0,0,0,0,0
002,,5e222aa0b8e2112970564569,3,C1,0,0,0,0,0,0
002,,5e222aa0b8e211297056456a,10,C2,0,0,0,0,0,0
002,,5e222aa0b8e211297056456b,10,C3,0,0,0,0,0,0
002,,5e222aa0b8e2112970564525,8,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564560,25,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564562,10,C10,0,0,0,0,0,0
002,,5e222aa0b8e2112970564528,15,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564561,10,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564526,10,C5,0,0,0,0,0,0
002,,5e222aa0b8e2112970564527,40,A,0,0,0,0,0,0
002,1156,5e222aa0b8e211297056454c,10,A,0,0,0,0,0,0
002,1156,5e222aa0b8e211297056454d,10,A,0,0,0,0,0,0
002,1156,5e222aa0b8e211297056454e,10,A,0,0,0,0,0,0
002,1157,5e222aa0b8e211297056454f,40,A,0,0,0,0,0,0
002,1157,5e222aa0b8e2112970564551,40,A,0,0,0,0,0,0
002,1157,5e222aa0b8e2112970564550,40,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564564,30,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564565,55,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564523,30,C5,0,0,0,0,0,0
002,,5e222aa0b8e2112970564524,30,C5,0,0,0,0,0,0
002,,5e222aa0b8e2112970564533,30,C5,0,0,0,0,0,0
002,,5e222aa0b8e2112970564534,60,C5,0,0,0,0,0,0
002,,5e222aa0b8e211297056452a,20,C5,0,0,0,0,0,0
002,,5e222aa0b8e211297056452c,20,C5,0,0,0,0,0,0
002,,5e222aa0b8e211297056452d,1,C5,0,0,0,0,0,0
002,,5e222aa0b8e211297056452e,20,C5,0,0,0,0,0,0
002,,5e222aa0b8e211297056452f,25,C5,0,0,0,0,0,0
002,,5e222aa0b8e2112970564530,1,C5,0,0,0,0,0,0
002,,5e222aa0b8e2112970564531,3,C5,0,0,0,0,0,0
002,,5e222aa0b8e2112970564532,5,C5,0,0,0,0,0,0
002,,5e222aa0b8e211297056452b,75,C5,0,0,0,0,0,0
002,1158,5e222aa0b8e211297056453d,20,C2,0,0,0,0,0,0
002,1158,5e222aa0b8e211297056453e,20,C2,0,0,0,0,0,0
002,1158,5e222aa0b8e211297056453f,20,C2,0,0,0,0,0,0
002,1158,5e222aa0b8e2112970564540,20,C2,0,0,0,0,0,0
002,1158,5e222aa0b8e2112970564541,20,C2,0,0,0,0,0,0
002,1158,5e222aa0b8e2112970564542,20,C2,0,0,0,0,0,0
002,1158,5e222aa0b8e2112970564543,20,C2,0,0,0,0,0,0
002,1159,5e222aa0b8e2112970564544,20,C5,0,0,0,0,0,0
002,1159,5e222aa0b8e2112970564545,20,C5,0,0,0,0,0,0
002,1159,5e222aa0b8e2112970564546,20,C5,0,0,0,0,0,0
002,1159,5e222aa0b8e2112970564547,20,C5,0,0,0,0,0,0
002,1159,5e222aa0b8e2112970564548,20,C5,0,0,0,0,0,0
002,1159,5e222aa0b8e2112970564549,20,C5,0,0,0,0,0,0
002,1159,5e222aa0b8e211297056454a,20,C5,0,0,0,0,0,0
002,,5e222aa0b8e2112970564529,15,C2,0,0,0,0,0,0
002,1160,5e222aa0b8e2112970564536,40,C3,0,0,0,0,0,0
002,1160,5e222aa0b8e2112970564537,40,C3,0,0,0,0,0,0
002,1160,5e222aa0b8e2112970564538,40,C3,0,0,0,0,0,0
002,1160,5e222aa0b8e2112970564539,40,C3,0,0,0,0,0,0
002,1160,5e222aa0b8e211297056453a,40,C3,0,0,0,0,0,0
002,1160,5e222aa0b8e211297056453b,40,C3,0,0,0,0,0,0
002,1160,5e222aa0b8e211297056453c,40,C3,0,0,0,0,0,0
002,1160,5e222aa0b8e2112970564535,40,C3,0,0,0,0,0,0
002,,5e222aa0b8e2112970564563,10,C1,0,0,0,0,0,0
002,1154,5e222aa0b8e2112970564552,45,C3,0,0,0,0,0,0
002,1154,5e222aa0b8e2112970564553,45,C3,0,0,0,0,0,0
002,1154,5e222aa0b8e2112970564554,45,C3,0,0,0,0,0,0
002,1154,5e222aa0b8e2112970564555,45,C3,0,0,0,0,0,0
002,1154,5e222aa0b8e2112970564556,45,C3,0,0,0,0,0,0
002,1154,5e222aa0b8e2112970564557,45,C3,0,0,0,0,0,0
002,1154,5e222aa0b8e2112970564558,45,C3,0,0,0,0,0,0
002,1155,5e222aa0b8e2112970564559,50,C10,0,0,0,0,0,0
002,1155,5e222aa0b8e211297056455a,50,C10,0,0,0,0,0,0
002,1155,5e222aa0b8e211297056455b,50,C10,0,0,0,0,0,0
002,1155,5e222aa0b8e211297056455c,50,C10,0,0,0,0,0,0
002,1155,5e222aa0b8e211297056455d,50,C10,0,0,0,0,0,0
002,1155,5e222aa0b8e211297056455e,50,C10,0,0,0,0,0,0
002,1155,5e222aa0b8e211297056455f,50,C10,0,0,0,0,0,0
002,,5e222aa0b8e211297056454b,20,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564518,30,C5,0,0,0,0,0,0
002,,5e222aa0b8e2112970564519,15,C5,0,0,0,0,0,0
002,,5e222aa0b8e2112970564699,80,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056469a,30,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056466a,10,A,10,0,0,0,0,0
002,,5e222aa0b8e211297056466c,10,A,10,0,0,0,0,0
002,,5e222aa0b8e211297056466b,15,A,0,0,0,0,0,0
002,1150,5e222aa0b8e2112970564668,10,A,0,0,0,0,0,0
002,1150,5e222aa0b8e2112970564669,10,A,0,0,0,0,0,0
002,1140,5e222aa0b8e211297056466d,30,A,0,0,0,0,0,0
002,1140,5e222aa0b8e211297056466e,30,A,0,0,0,0,0,0
002,1148,5e222aa0b8e211297056466f,15,A,0,0,0,0,0,0
002,1148,5e222aa0b8e2112970564670,15,A,0,0,0,0,0,0
002,1135,5e222aa0b8e2112970564681,30,A,0,0,0,0,0,0
002,1135,5e222aa0b8e2112970564682,30,A,0,0,0,0,0,0
002,1141,5e222aa0b8e2112970564683,15,A,0,0,0,0,0,0
002,1141,5e222aa0b8e2112970564684,15,A,0,0,0,0,0,0
002,1147,5e222aa0b8e2112970564679,30,A,0,0,0,0,0,0
002,1147,5e222aa0b8e211297056467a,30,A,0,0,0,0,0,0
002,1145,5e222aa0b8e211297056467b,15,A,0,0,0,0,0,0
002,1145,5e222aa0b8e211297056467c,15,A,0,0,0,0,0,0
002,1136,5e222aa0b8e2112970564685,30,A,0,0,0,0,0,0
002,1136,5e222aa0b8e2112970564686,30,A,0,0,0,0,0,0
002,1142,5e222aa0b8e2112970564687,15,A,0,0,0,0,0,0
002,1142,5e222aa0b8e2112970564688,15,A,0,0,0,0,0,0
002,1137,5e222aa0b8e211297056467d,30,A,0,0,0,0,0,0
002,1137,5e222aa0b8e211297056467e,30,A,0,0,0,0,0,0
002,1143,5e222aa0b8e211297056467f,15,A,0,0,0,0,0,0
002,1143,5e222aa0b8e2112970564680,15,A,0,0,0,0,0,0
002,1139,5e222aa0b8e2112970564675,30,A,0,0,0,0,0,0
002,1139,5e222aa0b8e2112970564676,30,A,0,0,0,0,0,0
002,1146,5e222aa0b8e2112970564677,15,A,0,0,0,0,0,0
002,1146,5e222aa0b8e2112970564678,15,A,0,0,0,0,0,0
002,1138,5e222aa0b8e2112970564671,30,A,0,0,0,0,0,0
002,1138,5e222aa0b8e2112970564672,30,A,0,0,0,0,0,0
002,1144,5e222aa0b8e2112970564673,15,A,0,0,0,0,0,0
002,1144,5e222aa0b8e2112970564674,15,A,0,0,0,0,0,0
002,,5e222aa0b8e2112970564689,30,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056468a,50,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056468f,40,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056468b,20,A,0,0,0,0,0,0
002,,5e222aa0b8e211297056468c,50,A,0,0,0,0,0,0
